,Rule_0,Rule_1,Rule_2,Rule_3,Rule_4,Rule_5,Rule_6,Rule_7,Rule_8,Rule_9,Rule_10,Rule_11,Rule_12,Rule_13,Rule_14,Rule_15,Rule_16,Rule_17,Rule_18,Rule_19,Rule_20,Recency,Frequency,Monetary,Cluster
012857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126005361930295,0.0014577259475218659,0.00046583970616716425,0
012863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2734584450402145,0.0,4.086313211992669e-05,1
012864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7345844504021448,0.0,4.404409450051978e-06,1
012867,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.13404825737265416,0.008746355685131194,0.0017521964239376228,2
012868,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.9919571045576407,0.00728862973760933,0.0006833685951169536,3
012871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4450402144772118,0.0014577259475218659,5.6400909902054495e-05,1
012872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7479892761394102,0.0014577259475218659,0.0004026119616175292,0
012873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5067024128686328,0.0,3.9101368339905896e-05,0
012875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7613941018766757,0.0014577259475218659,4.1597200361602017e-07,1
012877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0160857908847185,0.016034985422740525,0.0007151292810401062,1
012878,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.260053619302949,0.0014577259475218659,0.00023333582508719812,2
012879,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.2359249329758713,0.002915451895043732,4.4411128621357446e-05,3
012881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4745308310991958,0.0,0.0005643271952586044,0
012882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04289544235924933,0.0014577259475218659,0.00020436459848241178,1
012883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128686327077748,0.004373177842565598,0.0006086893859971835,1
012884,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46648793565683644,0.0,0.0002733670131998928,2
012885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.3324396782841823,0.002915451895043732,0.0006238111917756952,1
012886,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.35924932975871315,0.0014577259475218659,0.0007461069608388052,3
012888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1420911528150135,0.0014577259475218659,7.171846721167971e-05,0
012890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12332439678284182,0.0,0.00036333931068789903,1
012891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9919571045576407,0.002915451895043732,2.275611549193522e-06,0
012893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16085790884718498,0.0,0.0001835170604188324,1
012895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21983914209115282,0.0014577259475218659,0.00017306882244565356,1
012897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093833780160858,0.0014577259475218659,2.601048469669585e-05,0
012901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04289544235924933,0.039358600583090375,0.0004158007210262959,1
012902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.415549597855228,0.0,0.00013707500966217323,0
012904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09115281501340483,0.0014577259475218659,0.0005430881541327982,1
012906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.058981233243967826,0.0058309037900874635,0.0003929711987101932,1
012908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938337801608579,0.0014577259475218659,2.642645670031187e-06,0
012909,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.20911528150134048,0.0058309037900874635,0.0015056963083830471,2
012910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11796246648793565,0.01020408163265306,0.0003836485320409165,1
012912,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.010723860589812333,0.0058309037900874635,0.00015926833950215738,3
012913,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021447721179624665,0.0058309037900874635,0.000357417826871718,2
012915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7935656836461126,0.0014577259475218659,0.00036502766764375227,0
012916,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.739946380697051,0.004373177842565598,0.0010800101350355235,1
012917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6809651474530831,0.0,2.380827997166986e-05,1
012919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03753351206434316,0.00728862973760933,0.00031821858276625544,1
012920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.08579088471849866,0.0,0.00026274749263698966,1
012921,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0.04289544235924933,0.052478134110787174,0.004122453838424484,3
012922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8579088471849866,0.0,0.00011111346284825573,0
012923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3378016085790885,0.0,0.0002079615328666209,1
012924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46648793565683644,0.004373177842565598,0.00023362945238386828,1
012925,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021447721179624665,0.0014577259475218659,0.00025396314267827486,2
012928,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.18230563002680966,0.0058309037900874635,0.000398868213584985,2
012929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6675603217158177,0.0,0.00013893464920775074,0
012930,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.4128686327077748,0.0014577259475218659,0.0001827829921771571,3
012931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11260053619302948,0.02040816326530612,0.000341023636140969,1
012933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12332439678284182,0.002915451895043732,0.0006861335854939307,1
012935,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.005361930294906166,0.008746355685131194,0.0006410862643964547,2
012936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.08579088471849866,0.004373177842565598,0.00030803950314835753,1
012937,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.07506702412868632,0.004373177842565598,0.0006959700999323802,1
012938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13404825737265416,0.0,2.7576496945603217e-05,1
012939,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3378016085790885,0.01020408163265306,0.0002759851899285348,2
012940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289544235924933,0.0014577259475218659,0.0009251217360420289,1
012942,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6970509383378016,0.002915451895043732,0.0007589531550681235,1
012944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.18766756032171583,0.0014577259475218659,0.00023365392132525744,1
012945,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5388739946380698,0.0,0.00027816292571217156,0
012947,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.7667560321715818,0.00728862973760933,0.0007757877867438776,1
012948,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.08042895442359249,0.008746355685131194,0.0008320174140562078,1
012949,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0.16085790884718498,0.01020408163265306,0.0015139912795139783,3
012950,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005361930294906166,0.002915451895043732,7.776229573480659e-05,2
012951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04289544235924933,0.00728862973760933,0.0004629768400246304,1
012952,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02680965147453083,0.004373177842565598,0.0007849147018820409,1
012953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482573726541555,0.0,0.0002760830656940915,1
012955,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.014577259475218658,0.0007439047561137791,3
012956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6353887399463807,0.0,0.00020252942787822345,0
012957,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0482573726541555,0.01020408163265306,0.0016404222996718595,3
012962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03217158176943699,0.0014577259475218659,0.00011647216101248564,1
012963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03753351206434316,0.01020408163265306,0.0007654863624190338,1
012965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.4718498659517426,0.0,0.000976775671314583,1
012966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482573726541555,0.0,8.33412143715391e-05,1
012967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9142091152815013,0.0014577259475218659,0.00030067435179021503,0
012968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5951742627345844,0.0,3.9835436581581224e-05,1
012970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03217158176943699,0.004373177842565598,0.0007499241156955168,1
012971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160857908847185,0.12390670553935859,0.0017237879829847876,1
012974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0563002680965148,0.0,0.00015031270695371835,0
012976,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.1313672922252012,0.0,8.219117412624774e-05,0
012977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8310991957104558,0.0,9.273728786498332e-05,0
012980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8418230563002681,0.011661807580174927,0.0007779165846447362,0
012981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1554959785522788,0.0014577259475218659,7.903468068704383e-05,1
012982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2975871313672922,0.0,0.00012618633074398916,0
012984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09651474530831099,0.0,3.7266197735717576e-05,1
012985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0014577259475218659,0.0003555826562675297,1
012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3914209115281501,0.0014577259475218659,0.00041824761516521365,1
012988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5603217158176943,0.0,0.0009248525776867479,0
012989,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.010723860589812333,0.02040816326530612,0.0004993866248117268,1
012990,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.16085790884718498,0.002915451895043732,6.479375679854243e-05,2
012991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11796246648793565,0.0014577259475218659,0.0001745614278703934,1
012993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.11796246648793565,0.004373177842565598,0.0001408187576947174,1
012994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160857908847185,0.002915451895043732,0.000628337945932693,1
012995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450402144772118,0.0,1.3947296591831265e-05,1
012997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11260053619302948,0.004373177842565598,0.0004751623728364409,1
012999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0455764075067024,0.002915451895043732,0.00017424333163233407,0
013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5683646112600537,0.002915451895043732,0.0002280994716299141,1
013001,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0.0160857908847185,0.01749271137026239,0.0020068691659161837,2
013002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6997319034852547,0.0,4.7910187240009854e-05,0
013003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5630026809651475,0.002915451895043732,3.2617098871773815e-05,1
013004,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0.058981233243967826,0.02478134110787172,0.0019877099848084577,3
013005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9276139410187668,0.0014577259475218659,0.0003251432931793927,0
013006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2949061662198391,0.0,5.1409245858662254e-05,1
013008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7265415549597856,0.0,5.8994617689307334e-05,0
013011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9892761394101877,0.0,3.0537238853693716e-05,0
013012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04289544235924933,0.01020408163265306,0.0007034086581146901,1
013013,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.0,0.01749271137026239,0.001694792287438612,3
013014,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.053619302949061656,0.013119533527696792,0.0014012139286512587,2
013015,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.27882037533512066,0.0058309037900874635,0.002168168427553643,1
013016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38605898123324395,0.002915451895043732,0.00036451381987457953,1
013017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03217158176943699,0.0,9.983328086784483e-06,1
013018,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0.08042895442359249,0.039358600583090375,0.0024429057014713294,1
013021,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0.0160857908847185,0.011661807580174927,0.0012215874299133054,2
013023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3378016085790885,0.0014577259475218659,0.0004451634506933091,1
013026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0058309037900874635,6.572357657133119e-05,1
013027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6058981233243967,0.00728862973760933,2.5031727041128742e-05,1
013028,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.11796246648793565,0.0014577259475218659,0.00011123580755520163,2
013029,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.16085790884718498,0.002915451895043732,0.0001803605669796285,1
013030,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.053619302949061656,0.0014577259475218659,0.0007698907718690859,1
013032,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0.2734584450402145,0.0014577259475218659,0.0006631327805881037,3
013033,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.9088471849865951,0.0,7.066630273194507e-05,2
013034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289544235924933,0.0014577259475218659,0.00021434792656919625,1
013035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3914209115281501,0.0014577259475218659,0.00011994675068974887,1
013037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7345844504021448,0.002915451895043732,0.00044841781989806974,1
013038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42359249329758714,0.002915451895043732,0.000188557662345003,1
013040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04289544235924933,0.0014577259475218659,0.000294606054325699,1
013043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4584450402144773,0.0,0.0001802626912140718,0
013044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5549597855227881,0.0,0.0002627230236956005,0
013045,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5254691689008043,0.0,6.875772530358921e-05,2
013046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16085790884718498,0.0014577259475218659,0.0005256662678637036,1
013047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16621983914209115,0.013119533527696792,0.0016544430030878583,1
013048,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0.06970509383378015,0.004373177842565598,0.0006093011095319129,2
013049,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.3378016085790885,0.0014577259475218659,0.00013433448822658533,3
013050,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0.07506702412868632,0.023323615160349854,0.0029469169562056107,1
013052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1313672922252012,0.0,0.0001446603814928183,0
013055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.4128686327077748,0.002915451895043732,0.0004591107472851404,1
013058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128686327077748,0.002915451895043732,0.00011360929486995186,1
013059,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.3351206434316354,0.0,0.00010174185829620069,3
013060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.35656836461126,0.0,0.0001457614838553313,0
013061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38069705093833783,0.0,8.285183554375555e-05,1
013062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0187667560321716,0.0,0.00018312555735660555,0
013064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064343163538874,0.004373177842565598,0.0005998316292143011,1
013065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9946380697050938,0.0,0.0001784764584926618,0
013066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12332439678284182,0.0014577259475218659,0.000372294943236338,1
013067,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4343163538873995,0.0,0.00014125919863972261,2
013068,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0482573726541555,0.0014577259475218659,8.001343834261093e-06,1
013069,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.0,0.033527696793002916,0.0017734599340048184,2
013070,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0241286863270778,0.0,4.538988627692455e-05,2
013072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4262734584450403,0.0,5.696369555400559e-05,0
013075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6916890080428955,0.0,0.00010937616800962411,1
013077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.004373177842565598,0.0004807657604145626,1
013078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.010723860589812333,0.03644314868804665,0.0034662457682495176,1
